sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,delivery_time,description,enable_googlecheckout,gallery,gender,geschmacksrichtugen,gift_message_available,gross_weight,has_options,image,image_label,liters,material,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,model,msrp,msrp_display_actual_price_type,msrp_enabled,name,net_weight,news_from_date,news_to_date,options_container,page_layout,price,processor,ram_size,required_options,response_time,room,screensize,shape,shirt_size,shoe_size,shoe_type,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
90000,,Default,simple,,,base,,"2013-10-01 16:14:34",,,,,"2-3 Tage","Doppelherz in weiß und rot gehalten. Geschmacksrichtung und Verziehrung können Sie nach Belieben selbst bestimmen. Diese Torte war eine Sachermasse und das andere Herz war eine Viktoriatorte. Überzogen war sie mit einem weichen Zuckerfondant.",1,,,,,0,0,/r/o/rot_wei_e_herztorte.jpg,"rot-weißes Doppelherz",,,,"Doppelherz, Hochzeitstorten","Doppelherz, Hochzeitstorten",Doppelherz,,,,"Use config","Use config",Doppelherz,,,,"Block after Info Column",,250.0000,,,0,,,,,,,,"Nur für Selbstabholer
50-60 Personen Nur auf Bestellung",/r/o/rot_wei_e_herztorte.jpg,"rot-weißes Doppelherz",,,,1,2,/r/o/rot_wei_e_herztorte.jpg,"rot-weißes Doppelherz","2013-10-01 16:14:34",doppelherz,doppelherz.html,4,0.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/r/o/rot_wei_e_herztorte.jpg,"rot-weißes Doppelherz",1,0,,,,,,,,,,,,,,,,
20021,,Default,simple,Torten,"Root Catalog",base,,"2013-10-01 16:16:18",,,,,"2-3 Tage","Wer keinen Mohn mag, kann auch auf die Käse-Kirsch Variante ausweichen.
Zutaten wie unser Käse- Rahm Kuchen nur noch mit einer Schicht Kirschmasse. ",1,,,,,2200,0,/k/_/k_se-kirsch_kuchen.jpg,"Käse-Mohn Kuchen",,,,"Käse-Mohn Kuchen, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten","Käse-Mohn Kuchen, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten","Käse-Mohn Kuchen",,,,"Use config","Use config","Käse-Kirsch Kuchen NEU ",1850,,,"Block after Info Column",,22.5000,,,0,,,,,,,,"26 cm Ø 1850 g
Eine andere Variante zum Käse-Mohn. ",/k/_/k_se-kirsch_kuchen.jpg,"Käse-Mohn Kuchen",,,,1,2,/k/_/k_se-kirsch_kuchen.jpg,"Käse-Mohn Kuchen","2014-10-08 15:33:21",kaese-kirsch-kuchen-neu,kaese-kirsch-kuchen-neu.html,4,2200.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/k/_/k_se-kirschkuchen.jpg,"Käse-Mohn Kuchen",1,0,,,,,,,,,,,,,,,,
,,,,Kuchen,"Root Catalog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/k/_/k_se-kirsch_kuchen.jpg,"Käse-Mohn Kuchen",2,0,,,,,,,,,,,,,,,,
20020,,Default,simple,,,base,,"2013-10-01 16:17:40",,,,,"2-3 Tage","Zutaten wie unser Käse- Rahm Kuchen nur noch mit einer Schicht Mohn.  ",1,,,,,2200,0,/k/_/k_se-mohn.jpg,"Käse-Mohn Kuchen",,,,"Käse-Mohn Kuchen, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten","Käse-Mohn Kuchen, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten","Käse-Mohn Kuchen",,,,"Use config","Use config","Käse-Mohn Kuchen NEU ",1850,,,"Block after Info Column",,22.5000,,,0,,,,,,,,"26 cm Ø 1850 g
Unser leckerer Käse-Rahm Kuchen wird mit einer Schicht Mohn zu einem vollkommenen neuen Geschmackserlebnis",/k/_/k_se-mohn.jpg,"Käse-Mohn Kuchen",,,,1,2,/k/_/k_se-mohn.jpg,"Käse-Mohn Kuchen","2013-10-01 16:17:40",kaese-mohn-kuchen-neu,kaese-mohn-kuchen-neu.html,4,2200.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/k/_/k_se-mohn.jpg,"Käse-Mohn Kuchen",1,0,,,,,,,,,,,,,,,,
20019,,Default,simple,Torten,"Root Catalog",base,,"2013-10-01 16:19:02",,,,,"2-3 Tage","Unsere Linzertorte wird nur mit ausgesuchten Rohstoffen und Gewürzen nach einem alten Rezept, hergestellt. Makronenmasse, Butter,Zucker, Eier,Mandeln,Nüsse,Mehl und Gewürze werden zu einem saftigen Teig verknetet. Gefüllt wird die Torte mit einer feinen Himbeer-Johannisbeer Marmelade. Auch ohne Kühlung lange haltbar!
",1,,,,,1700,0,/l/i/linzertorte.jpg,Linzertorte,,,,"""Wochenendkuchen"" Linzertorte NEU, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten","""Wochenendkuchen"" Linzertorte NEU, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten","""Wochenendkuchen"" Linzertorte NEU",,,,"Use config","Use config","""Wochenendkuchen"" Linzertorte NEU ",1350,,,"Block after Info Column",,23.5000,,,0,,,,,,,,"Ein unvergleichlicher Genuss;- nicht nur zur Winterzeit
 26 cm Ø 1350 g  ",/l/i/linzertorte.jpg,Linzertorte,,,,1,2,/l/i/linzertorte.jpg,Linzertorte,"2014-10-08 15:44:41",wochenendkuchen-linzertorte-neu,wochenendkuchen-linzertorte-neu-278.html,4,1700.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/l/i/linzertorte.jpg,Linzertorte,1,0,,,,,,,,,,,,,,,,
,,,,Kuchen,"Root Catalog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20051,,Default,simple,,,base,,"2013-10-01 16:21:02",,,,,"2-3 Tage","Möchten Sie für Ihre Torte einen passenden Bildaufleger? Hier haben Sie die Möglichkeit einen Aufleger zu bestellen. Und so funktioniert es: Laden Sie ein druckfertiges Bild zu uns hoch oder schicken es uns mit der Post. Wir drucken das Bild mit Lebensmittelfarbe für Sie auf Esspapier.",1,,,,,50,0,/h/e/herz_mit_schmetterling_.jpg,"Beispiel Ich liebe Dich",,,,"Tortenaufleger, Onlineshop, Foto & Bilder Torten","Tortenaufleger, Onlineshop, Foto & Bilder Torten",Tortenaufleger,,,,"Use config","Use config",Tortenaufleger,,,,"Block after Info Column",,10.0000,,,0,,,,,,,,"Größe: Bildaufleger Ø 20cm ; 18 x 18cm; 20 x 29cm ohne Bearbeitung;- das heißt Sie schicken uns ein fertiges Bild und wir drucken es nur aus.",/h/e/herz_mit_schmetterling_.jpg,"Beispiel Ich liebe Dich",,,,1,2,/h/e/herz_mit_schmetterling_.jpg,"Beispiel Ich liebe Dich","2013-10-01 16:21:02",tortenaufleger,tortenaufleger.html,4,50.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/h/e/herz_mit_schmetterling_.jpg,"Beispiel Ich liebe Dich",1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/b/o/bona_homepage_doc_2.jpg,Tortenaufleger,2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/a/b/abi__1.jpg,"Beispiel ABI 2011",3,0,,,,,,,,,,,,,,,,
20018,,Default,simple,,,base,,"2013-10-01 16:24:07",,,,,"2-3 Tage","<p>Die geschmackvolle Torte besteht aus einer feinen Mandel-Marzipanmasse, reichlich gef&uuml;llt mit einer feinen Orangencreme. Eingestrichen wird sie mit einer Creme und mit gelben Marzipan eingedeckt. Mit dem Frühlingsbild ist sie ein echter Hingucker.
Ø 20cm Gewicht Netto ca.800g",1,,,,,1150,0,/m/u/muttertagstorte2.jpg,Muttertagstorte,,,,"Muttertagstorte, Onlineshop, Valentinstag & Muttertag, Angebote","Muttertagstorte, Onlineshop, Valentinstag & Muttertag, Angebote",Muttertagstorte,,,,"Use config","Use config",Muttertagstorte,800,,,"Block after Info Column",,24.5000,,,0,,,,,,,,"Überraschen Sie Ihre Mutter mit dieser schmackhaften Torte",/m/u/muttertagstorte2.jpg,Muttertagstorte,"2013-10-01 00:00:00",20.0000,,1,2,/m/u/muttertagstorte2.jpg,Muttertagstorte,"2013-10-01 16:24:07",muttertagstorte,muttertagstorte.html,4,1150.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/m/u/muttertagstorte2.jpg,Muttertagstorte,1,0,,,,,,,,,,,,,,,,
20017,,Default,simple,,,base,,"2013-10-01 16:26:51",,,,,"2-3 Tage","Ein Mürbteig und dünne Biskuitböden werden mit Schokocreme und Kirschen gefüllt. Eingehüllt mit gelben Marzipan und einem schönen Frühlingsbild (Esspapier) dekoriert.
Ohne Alkohol.
Ø 20cm Gewicht 1500 g",1,,,,,1850,0,/f/r/fr_hlingstorte_1_.jpg,Frühlingstorte,,,,"Frühlingstorte, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten, Angebote","Frühlingstorte, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten, Angebote",Frühlingstorte,,,,"Use config","Use config",Frühlingstorte,1500,,,"Block after Info Column",,25.5000,,,0,,,,,,,,"Der Frühling ist da..................",/f/r/fr_hlingstorte_1_.jpg,Frühlingstorte,"2013-10-01 00:00:00",23.5000,,1,2,/f/r/fr_hlingstorte_1_.jpg,Frühlingstorte,"2013-10-01 16:26:51",fruehlingstorte,fruehlingstorte.html,4,1850.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/f/r/fr_hlingstorte_1_.jpg,Frühlingstorte,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/f/r/fr_hlingstorte_2_.jpg,Frühlingstorte,2,0,,,,,,,,,,,,,,,,
70071,,Default,simple,,,base,,"2013-10-01 16:54:35",,,,,"2-3 Tage","Hergestellt aus 50g Früchten je 100g Gesamtzuckergehalt 63g je 100g. Ohne Farb,-Aroma und Konservierungsstoffe.
Inhalt 225g",1,,,,,400,0,/e/r/erdbeere_waldbeere_.jpg,Erdbeere-Waldbeere,,,,"Erdbeere-Waldbeere, Onlineshop, Kaffee, Tee, Honig & Marmelade","Erdbeere-Waldbeere, Onlineshop, Kaffee, Tee, Honig & Marmelade",Erdbeere-Waldbeere,,,,"Use config","Use config","Erdbeere-Waldbeere NEU",,,,"Block after Info Column",,3.5000,,,0,,,,,,,,"Erdbeere Waldbeere",/e/r/erdbeere_waldbeere_.jpg,Erdbeere-Waldbeere,,,,1,2,/e/r/erdbeere_waldbeere_.jpg,Erdbeere-Waldbeere,"2013-10-01 16:54:35",erdbeere-waldbeere-neu,erdbeere-waldbeere-neu.html,4,400.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/e/r/erdbeere_waldbeere_.jpg,Erdbeere-Waldbeere,1,0,,,,,,,,,,,,,,,,
70070,,Default,simple,,,base,,"2013-10-01 16:55:59",,,,,"2-3 Tage","Fruchtgehalt 55% Faller Fruchtaufstriche werden in der Tradition im offenen Kupferkessel und in kleinen Mengen hergestellt. Ohne Farb,-Aroma und Konservierungsstoffe.
Inhalt 225g",1,,,,,400,0,/w/e/weinbergpfirsich.jpg,"Roter Weinbergpfirsich",,,,"Roter Weinbergpfirsich, Onlineshop, Kaffee, Tee, Honig & Marmelade","Roter Weinbergpfirsich, Onlineshop, Kaffee, Tee, Honig & Marmelade","Roter Weinbergpfirsich",,,,"Use config","Use config","Roter Weinbergpfirsich NEU",,,,"Block after Info Column",,3.5000,,,0,,,,,,,,"Roter Weinbergpfirsich",/w/e/weinbergpfirsich.jpg,"Roter Weinbergpfirsich",,,,1,2,/w/e/weinbergpfirsich.jpg,"Roter Weinbergpfirsich","2013-10-01 16:55:59",roter-weinbergpfirsich-neu,roter-weinbergpfirsich-neu.html,4,400.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/w/e/weinbergpfirsich.jpg,"Roter Weinbergpfirsich",1,0,,,,,,,,,,,,,,,,
10013,,Default,simple,,,base,,"2013-10-01 16:57:46",,,,,"2-3 Tage","Die Handgeschöpfte Schokolade wird nach original Schweizer Rezepturen ganz traditionell von Hand hergestellt. Erlesene Zutaten und sorgfältige Verarbeitung bürgen für ihre excellente Qualität. Ganze Nüsse, karamellisierte Mandeln,Floreniner mit Sahne, oder Fruchtstücke werden mit geschmolzener Schokolade vermischt, anschließend wird die Masse gleichmäßig auf eine Platte gegossen.
In einer Tüte gemischt je 100g.",1,,,,,300,0,/h/a/handgesch_pfte_schokolade__1.jpg,"Handgeschöpfte Schokolade",,,,"Handgeschöpfte Schokolade","Handgeschöpfte Schokolade","Handgeschöpfte Schokolade",,,,"Use config","Use config","Handgeschöpfte Schokolade gemischt 300g",,,,"Block after Info Column",,11.4000,,,0,,,,,,,,"Schokoladen-Genuss in höchster Frische",/h/a/handgesch_pfte_schokolade__1.jpg,"Handgeschöpfte Schokolade",,,,1,2,/h/a/handgesch_pfte_schokolade__1.jpg,"Handgeschöpfte Schokolade","2013-10-01 16:57:46",handgeschoepfte-schokolade-gemischt-300g,handgeschoepfte-schokolade-gemischt-300g.html,4,300.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/h/a/handgesch_pfte_schokolade__1.jpg,"Handgeschöpfte Schokolade",1,0,,,,,,,,,,,,,,,,
10014,,Default,simple,,,base,,"2013-10-01 16:59:08",,,,,"2-3 Tage","Die Handgeschöpfte Schokolade wird nach original Schweizer Rezepturen ganz traditionell von Hand hergestellt. Erlesene Zutaten und sorgfältige Verarbeitung bürgen für ihre excellente Qualität. Ganze Nüsse, karamellisierte Mandeln,Floreniner mit Sahne, oder Fruchtstücke werden mit geschmolzener Schokolade vermischt, anschließend wird die Masse gleichmäßig auf eine Platte gegossen.",1,,,,,100,0,/h/a/handgesch_pfte_schokolade_.jpg,"Handgeschöpfte Schokolade",,,,"Handgeschöpfte Schokolade","Handgeschöpfte Schokolade","Handgeschöpfte Schokolade",,,,"Use config","Use config","Handgeschöpfte Schokolade 100g",,,,"Block after Info Column",,3.8000,,,0,,,,,,,,"Schokoladen-Genuss in höchster Frische",/h/a/handgesch_pfte_schokolade_.jpg,"Handgeschöpfte Schokolade",,,,1,2,/h/a/handgesch_pfte_schokolade_.jpg,"Handgeschöpfte Schokolade","2013-10-01 16:59:08",handgeschoepfte-schokolade-100g,handgeschoepfte-schokolade-100g.html,4,100.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/h/a/handgesch_pfte_schokolade_.jpg,"Handgeschöpfte Schokolade",1,0,,,,,,,,,,,,,,,,
20015,,Default,simple,,,base,,"2013-10-01 17:00:38",,,,,"2-3 Tage","Rechtzeitig zur EM. Sie können zwischen unserer beliebten Sachertorte oder einer Erdbeercreme - Biskuittorte auswählen. Die Figuren (4 Spieler und 2 Tore, nicht essbar) werden seperat mitgeliefert. Sie müssen sie nur noch auf das Spielfeld stellen.
Gewicht ca. 2000g Größe: ca. 20x29cm ohne Alkohol",1,,,,,2350,0,/f/u/fu_balltorte_2.jpg,"NEU ZUR EM Fußballtorte",,,,"NEU ZUR EM Fußballtorte, Onlineshop, Kuchen & Torten, Foto & Bilder Torten","NEU ZUR EM Fußballtorte, Onlineshop, Kuchen & Torten, Foto & Bilder Torten","NEU ZUR EM Fußballtorte",,,,"Use config","Use config","NEU ZUR EM Fußballtorte",2000,,,"Block after Info Column",,45.0000,,,0,,,,,,,,"Da macht Fußball schauen mit Freunden noch mehr Spass.",/f/u/fu_balltorte_2.jpg,"NEU ZUR EM Fußballtorte",,,,1,2,/f/u/fu_balltorte_2.jpg,"NEU ZUR EM Fußballtorte","2013-10-01 17:00:38",neu-zur-em-fussballtorte,neu-zur-em-fussballtorte.html,4,2350.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/f/u/fu_balltorte.jpg,"NEU ZUR EM Fußballtorte",1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/f/u/fu_balltorte_1.jpg,"NEU ZUR EM Fußballtorte",2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/f/u/fu_balltorte_2.jpg,"NEU ZUR EM Fußballtorte",3,0,,,,,,,,,,,,,,,,
10054,,Default,simple,,,base,,"2013-10-01 17:02:06",,,,,"2-3 Tage","In einer wahrlich königlichen Auswahl mit 12 feinen Sorten: von oben nach unten: Florentiner-Edelvollmilch-Trüffel, Rotwein-Trüffel, Marzipan-Edelbitter-Trüffel, Espresso-Trüffel, Butter-Caramell, Sgraffito-Mandelnougat, Walnuss-Marzipan, Haselnussnougat, Honig-Mandelnougat, Griottes-Spitzli Kirsch, Walnuss-Caramell, Himbeer-Spitzli-Trüffel.",1,,,,,850,0,/s/t/strohauer_pralinen_10051.jpg,Strohauer`Pralinen,,,,"Strohauer`Pralinen, Produkte, Pralinen & Gebäck","Strohauer`Pralinen, Produkte, Pralinen & Gebäck",Strohauer`Pralinen,,,,"Use config","Use config",Strohauer`Pralinen,500,,,"Block after Info Column",,23.5000,,,0,,,,,,,,"<p>ca 500g Netto<br /> St&uuml;ck f&uuml;r St&uuml;ck ein wahres Vergn&uuml;gen<br /> mit Alkohol</p>",/s/t/strohauer_pralinen_10051.jpg,Strohauer`Pralinen,,,,1,2,/s/t/strohauer_pralinen_10051.jpg,Strohauer`Pralinen,"2013-10-01 17:02:06",strohauer-pralinen,strohauer-pralinen.html,4,850.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/s/t/strohauer_pralinen_10051.jpg,Strohauer`Pralinen,1,0,,,,,,,,,,,,,,,,
40005,,Default,simple,,,base,,"2013-10-01 17:03:40",,,,,"2-3 Tage","Hier haben wir Ihnen 3 Produkte ohne Alkohol zusammen gestellt.
Unsere Erdbeer-Joghurt Torte, Erdbeer-Perkeo ""Kindersekt"" 0,7l und 10 Erdbeer-Joghurttrüffel. ",1,,,,,3100,0,/e/r/erdbeergenuss.jpg,"Erdbeergenuss ohne Alkohol",,,,"Erdbeergenuss ohne Alkohol, Präsente & Geschenke, Onlineshop, gemischte Präsente","Erdbeergenuss ohne Alkohol, Präsente & Geschenke, Onlineshop, gemischte Präsente","Erdbeergenuss ohne Alkohol",,,,"Use config","Use config","Erdbeergenuss ohne Alkohol",,,,"Block after Info Column",,36.1000,,,0,,,,,,,,"Da können die Kinder mit naschen.",/e/r/erdbeergenuss.jpg,"Erdbeergenuss ohne Alkohol","2013-10-01 00:00:00",35.1000,,1,2,/e/r/erdbeergenuss.jpg,"Erdbeergenuss ohne Alkohol","2013-10-01 17:03:40",erdbeergenuss-ohne-alkohol,erdbeergenuss-ohne-alkohol.html,4,3100.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/e/r/erdbeergenuss.jpg,"Erdbeergenuss ohne Alkohol",1,0,,,,,,,,,,,,,,,,
20009,,Default,simple,Torten,"Root Catalog",base,,"2013-10-01 17:05:14",,,,,"2-3 Tage","Gehackte Äpfel werden mit Wein,Rum,Rosinen und gehackten Mandeln gemischt und in eine,mit Mürbteig ausgelegte Form, gefüllt. Zum Schluss kommt der Mürbteigdeckel drauf.
",1,,,,,2750,0,/g/e/gedeckter_apfelkuchen__1_.jpg,"NEU Gedeckter Apfelkuchen",,,,"NEU Gedeckter Apfelkuchen, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten","NEU Gedeckter Apfelkuchen, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten","NEU Gedeckter Apfelkuchen",,,,"Use config","Use config","NEU Gedeckter Apfelkuchen",2400,,,"Block after Info Column",,23.5000,,,0,,,,,,,,"26 cm Ø 2400 g
Es muss nicht immer Torte sein!",/g/e/gedeckter_apfelkuchen__1_.jpg,"NEU Gedeckter Apfelkuchen",,,,1,2,/g/e/gedeckter_apfelkuchen__1_.jpg,"NEU Gedeckter Apfelkuchen","2014-10-08 15:44:23",neu-gedeckter-apfelkuchen,neu-gedeckter-apfelkuchen-289.html,4,2750.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/g/e/gedeckter_apfelkuchen__1_.jpg,"NEU Gedeckter Apfelkuchen",1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/g/e/ged._apfelkuchen.jpg,"NEU Gedeckter Apfelkuchen",2,0,,,,,,,,,,,,,,,,
20008,,Default,simple,Torten,"Root Catalog",base,,"2013-10-01 17:06:28",,,,,"2-3 Tage","Ein feiner Tiramisu-Fond ist die Grundlage, um weitere edle Zutaten aufnehmen zu können, wie z.B. Espresso, Amarettomandellikör, Weinbrand und Doppelrahmfrischkäse. Mit herber Schokolade überzogen und leicht mit süßem Staubzucker bestäubt. Der Löffelbisquitboden ist mit einer Tiramisu-Tränke getränkt.
",1,,,,,1550,0,/t/i/tiramisu.jpg,Tiramisu,,,,"NEU Tiramisu-Torte, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten","NEU Tiramisu-Torte, Onlineshop, Kuchen & Torten, Traditionelle Kuchen & Torten","NEU Tiramisu-Torte",,,,"Use config","Use config","NEU Tiramisu-Torte",1200,,,"Block after Info Column",,26.5000,,,0,,,,,,,,"20 cm Ø 1500 g Netto
Eine geschmackvolle Kombination feinster Zutaten.",/t/i/tiramisu.jpg,Tiramisu,,,,1,2,/t/i/tiramisu.jpg,Tiramisu,"2014-10-08 15:12:49",neu-tiramisu-torte,neu-tiramisu-torte.html,4,1550.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/t/i/tiramisu.jpg,Tiramisu,1,0,,,,,,,,,,,,,,,,
20003,,Default,simple,,,base,,"2013-10-01 17:07:47",,,,,"2-3 Tage","Diese Partykiste besteht aus 3 Schokomuffin, 3 Vanillemuffin, 2 Schokodonuts und 2 gefüllten Vanilledonuts.
Nettogewicht ca. 755g",1,,,,,1000,0,/d/o/donats_muffinkiste_1_.jpg,"Kinder Party Kiste",,,,"Kinder Party Kiste, Geburtstage, Onlineshop","Kinder Party Kiste, Geburtstage, Onlineshop","Kinder Party Kiste",,,,"Use config","Use config","Kinder Party Kiste",,,,"Block after Info Column",,13.5000,,,0,,,,,,,,"Leckere kleine Teile für den Geburtstag.",/d/o/donats_muffinkiste_1_.jpg,"Kinder Party Kiste",,,,1,2,/d/o/donats_muffinkiste_1_.jpg,"Kinder Party Kiste","2013-10-01 17:07:47",kinder-party-kiste,kinder-party-kiste.html,4,1000.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/d/o/donats_muffinkiste_1_.jpg,"Kinder Party Kiste",1,0,,,,,,,,,,,,,,,,
40002,,Default,simple,,,base,,"2013-10-01 17:08:52",,,,,"2-3 Tage","Erdbeer-Joghurt Torte mit Erdbeer-Perkeo und feinen Erdbeertrüffeln.",1,,,,,3500,0,no_selection,,,,,"Erdbeer-Kompositionen, Onlineshop, gemischte Präsente","Erdbeer-Kompositionen, Onlineshop, gemischte Präsente",Erdbeer-Kompositionen,,,,"Use config","Use config",Erdbeer-Kompositionen,,,,"Block after Info Column",,35.8000,,,0,,,,,,,,"Eine Komposition ohne Alkohol",no_selection,,,,,1,2,no_selection,,"2013-10-01 17:08:52",erdbeer-kompositionen,erdbeer-kompositionen.html,4,3500.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
